Practice_Code,Practice_Name,LA_CODE,GOR10CD,Age_Band,PSEEN_TOTAL
V02975,Whitecross Dental Care Limited,E08000035,E12000003,CHILD_12_months,1015
V02976,Mr B Metha & Mr S Mehta,E09000005,E12000007,ADULT_24_months,3374
V02976,Mr B Metha & Mr S Mehta,E09000005,E12000007,CHILD_12_months,935
V02977,Hillton Dentistry,E10000016,E12000008,ADULT_24_months,73
V02977,Hillton Dentistry,E10000016,E12000008,CHILD_12_months,335
V02979,"Dr Sapneel Patel, and Dr. Cynthia Patel",E09000005,E12000007,ADULT_24_months,1307
V02979,"Dr Sapneel Patel, and Dr. Cynthia Patel",E09000005,E12000007,CHILD_12_months,521
V02980,P B Robinson Doncaster Ltd,E08000017,E12000003,ADULT_24_months,3602
V02980,P B Robinson Doncaster Ltd,E08000017,E12000003,CHILD_12_months,1009
V02982,Rose Garden Dental Practice,E09000005,E12000007,ADULT_24_months,1812
V02982,Rose Garden Dental Practice,E09000005,E12000007,CHILD_12_months,853
V02986,MR AG PAUL,E09000005,E12000007,ADULT_24_months,925
V02986,MR AG PAUL,E09000005,E12000007,CHILD_12_months,462
V02987,MR A HUSSAIN,E08000035,E12000003,ADULT_24_months,2891
V02987,MR A HUSSAIN,E08000035,E12000003,CHILD_12_months,886
V02989,OASIS DENTAL CARE LTD,E08000017,E12000003,ADULT_24_months,5217
V02989,OASIS DENTAL CARE LTD,E08000017,E12000003,CHILD_12_months,2261
V02990,MR PK CHOPRA,E10000016,E12000008,ADULT_24_months,1192
V02991,Pearl Dental Care Centre,E09000005,E12000007,ADULT_24_months,2986
V02991,Pearl Dental Care Centre,E09000005,E12000007,CHILD_12_months,888
V02992,Britannia House Dental Practice,E06000020,E12000005,ADULT_24_months,385
V02992,Britannia House Dental Practice,E06000020,E12000005,CHILD_12_months,106
V02993,MR FN MACPHERSON,E08000035,E12000003,ADULT_24_months,2909
V02993,MR FN MACPHERSON,E08000035,E12000003,CHILD_12_months,905
V02996,Cavendish Dental Practice,E10000006,E12000002,ADULT_24_months,8938
V02996,Cavendish Dental Practice,E10000006,E12000002,CHILD_12_months,2364
V02998,Thota and Thota,E08000035,E12000003,ADULT_24_months,3940
V02998,Thota and Thota,E08000035,E12000003,CHILD_12_months,1268
V02999,Orthocentres Ltd,E08000017,E12000003,ADULT_24_months,379
V02999,Orthocentres Ltd,E08000017,E12000003,CHILD_12_months,472
V03000,Horsforth Smile Clinic Ltd,E08000035,E12000003,ADULT_24_months,4845
V03000,Horsforth Smile Clinic Ltd,E08000035,E12000003,CHILD_12_months,1852
V03002,MR P ZIDERMAN,E09000005,E12000007,ADULT_24_months,6319
V03002,MR P ZIDERMAN,E09000005,E12000007,CHILD_12_months,1971
V03004,Kaushal & Kaushal,E08000035,E12000003,ADULT_24_months,690
V03004,Kaushal & Kaushal,E08000035,E12000003,CHILD_12_months,255
V03005,MRS GC BASKERAN,E09000005,E12000007,ADULT_24_months,897
V03005,MRS GC BASKERAN,E09000005,E12000007,CHILD_12_months,323
V03005,MRS JM SRITHARAN,E09000005,E12000007,ADULT_24_months,741
V03005,MRS JM SRITHARAN,E09000005,E12000007,CHILD_12_months,421
V03009,Guiseley Dental care,E08000035,E12000003,ADULT_24_months,792
V03009,Guiseley Dental care,E08000035,E12000003,CHILD_12_months,901
V03010,The Centre of Advanced Dentistry Yorkshire Ltd,E08000035,E12000003,ADULT_24_months,3954
V03010,The Centre of Advanced Dentistry Yorkshire Ltd,E08000035,E12000003,CHILD_12_months,1682
V03011,MR RA GRANT,E06000057,E12000001,ADULT_24_months,1632
V03011,MR RA GRANT,E06000057,E12000001,CHILD_12_months,1416
V03014,MRS KK AMLANI,E08000021,E12000001,ADULT_24_months,5826
V03014,MRS KK AMLANI,E08000021,E12000001,CHILD_12_months,1367
V03016,MR T RAHMAN,E08000035,E12000003,ADULT_24_months,4691
V03016,MR T RAHMAN,E08000035,E12000003,CHILD_12_months,1042
V03017,MR R RATTAN,E09000005,E12000007,ADULT_24_months,2035
V03017,MR R RATTAN,E09000005,E12000007,CHILD_12_months,858
V03018,MR S HUSSAIN,E08000017,E12000003,ADULT_24_months,12
V03018,MR S HUSSAIN,E08000017,E12000003,CHILD_12_months,135
V03019,VND Partenrship,E09000005,E12000007,ADULT_24_months,3507
V03019,VND Partenrship,E09000005,E12000007,CHILD_12_months,1274
V03021,Petrie Tucker & Partners Ltd,E08000017,E12000003,ADULT_24_months,4772
V03021,Petrie Tucker & Partners Ltd,E08000017,E12000003,CHILD_12_months,1199
V03022,Kenton Clinic,E09000005,E12000007,ADULT_24_months,419
V03022,Kenton Clinic,E09000005,E12000007,CHILD_12_months,207
V03026,Doncaster Dental Centre,E08000017,E12000003,ADULT_24_months,7816
V03026,Doncaster Dental Centre,E08000017,E12000003,CHILD_12_months,1572
V03027,MRS GI AUSTIN,E08000035,E12000003,ADULT_24_months,1100
V03027,MRS GI AUSTIN,E08000035,E12000003,CHILD_12_months,388
V03028,MR JJ LAI,E09000005,E12000007,ADULT_24_months,1094
V03028,MR JJ LAI,E09000005,E12000007,CHILD_12_months,902
V03029,MR MP BROWN,E08000035,E12000003,ADULT_24_months,282
V03029,MR MP BROWN,E08000035,E12000003,CHILD_12_months,399
V03030,MR PR ELLUL,E08000035,E12000003,ADULT_24_months,7671
V03030,MR PR ELLUL,E08000035,E12000003,CHILD_12_months,2186
V03031,The Forum Practice Ltd,E08000017,E12000003,ADULT_24_months,527
V03031,The Forum Practice Ltd,E08000017,E12000003,CHILD_12_months,80
V03032,Time for Teeth Ltd,E08000017,E12000003,ADULT_24_months,440
V03033,Whitecross Dental Care Limited,E10000028,E12000005,ADULT_24_months,5912
V03033,Whitecross Dental Care Limited,E10000028,E12000005,CHILD_12_months,1243
V03035,MR N DIXIT,E09000005,E12000007,ADULT_24_months,1091
V03035,MR N DIXIT,E09000005,E12000007,CHILD_12_months,486
V03036,MRS PK GREWAL,E08000035,E12000003,ADULT_24_months,89
V03036,MRS PK GREWAL,E08000035,E12000003,CHILD_12_months,697
V03037,Archna Patel and Rajesh Kylahsum,E09000005,E12000007,ADULT_24_months,2984
V03037,Archna Patel and Rajesh Kylahsum,E09000005,E12000007,CHILD_12_months,678
V03038,MISS SJ BURNS,E09000005,E12000007,ADULT_24_months,28
V03038,MISS SJ BURNS,E09000005,E12000007,CHILD_12_months,78
V03039,Mr R Shimmin,E10000017,E12000002,ADULT_24_months,1194
V03039,Mr R Shimmin,E10000017,E12000002,CHILD_12_months,1000
V03040,Access Dental Ltd,E10000008,E12000009,ADULT_24_months,4796
V03040,Access Dental Ltd,E10000008,E12000009,CHILD_12_months,204
V03041,MR BA MCLOUGHLIN,E10000006,E12000002,ADULT_24_months,62
V03041,MR BA MCLOUGHLIN,E10000006,E12000002,CHILD_12_months,259
V03042,Whitecross Dental Care Limited,E08000035,E12000003,ADULT_24_months,312
V03042,Whitecross Dental Care Limited,E08000035,E12000003,CHILD_12_months,895
V03043,MS OM FULMYK,E10000016,E12000008,ADULT_24_months,252
V03043,MS OM FULMYK,E10000016,E12000008,CHILD_12_months,254
V03045,Northern Smile,E08000021,E12000001,ADULT_24_months,613
V03045,Northern Smile,E08000021,E12000001,CHILD_12_months,717
V03046,Mr N. Gokul,E10000017,E12000002,ADULT_24_months,3019
V03046,Mr N. Gokul,E10000017,E12000002,CHILD_12_months,665
V03047,Tyneview Dental Practice,E08000021,E12000001,ADULT_24_months,2657
V03047,Tyneview Dental Practice,E08000021,E12000001,CHILD_12_months,948
V03048,MR SH DATTANI,E10000016,E12000008,ADULT_24_months,2131
V03048,MR SH DATTANI,E10000016,E12000008,CHILD_12_months,957
V03049,OASIS DENTAL CARE LTD,E10000024,E12000004,ADULT_24_months,1347
V03049,OASIS DENTAL CARE LTD,E10000024,E12000004,CHILD_12_months,839
V03050,Ms Urvi Shah and Ms Jilna Shah,E09000005,E12000007,ADULT_24_months,4379
V03050,Ms Urvi Shah and Ms Jilna Shah,E09000005,E12000007,CHILD_12_months,1640
V03051,MR PE HANNON,E10000016,E12000008,ADULT_24_months,117
V03051,MR PE HANNON,E10000016,E12000008,CHILD_12_months,110
V03051,Mid Kent Orthodontics Limited,E10000016,E12000008,ADULT_24_months,10
V03051,Mid Kent Orthodontics Limited,E10000016,E12000008,CHILD_12_months,286
V03052,MR N SHAH,E09000005,E12000007,ADULT_24_months,118
V03052,MR N SHAH,E09000005,E12000007,CHILD_12_months,164
V03053,HM Prison Service Lowdham Grange,E10000024,E12000004,ADULT_24_months,25
V03053,Nottinghamshire Healthcare NHS Trust,E10000024,E12000004,ADULT_24_months,342
V03054,MISS SL GOODMAN,E08000021,E12000001,ADULT_24_months,776
V03054,MISS SL GOODMAN,E08000021,E12000001,CHILD_12_months,85
V03056,MR R MAJITHIA,E09000005,E12000007,ADULT_24_months,1838
V03056,MR R MAJITHIA,E09000005,E12000007,CHILD_12_months,672
V03057,MRS JC O'SULLIVAN,E08000035,E12000003,ADULT_24_months,5229
V03057,MRS JC O'SULLIVAN,E08000035,E12000003,CHILD_12_months,1711
V03058,IDH Limited,E10000024,E12000004,ADULT_24_months,14802
V03058,IDH Limited,E10000024,E12000004,CHILD_12_months,3589
V03059,Manzoor and Shah,E10000016,E12000008,ADULT_24_months,284
V03059,Manzoor and Shah,E10000016,E12000008,CHILD_12_months,1294
V03062,D A Bradley Ltd,E10000024,E12000004,ADULT_24_months,382
V03062,D A Bradley Ltd,E10000024,E12000004,CHILD_12_months,635
V03063,The Dental Care Centre,E09000005,E12000007,ADULT_24_months,857
V03063,The Dental Care Centre,E09000005,E12000007,CHILD_12_months,494
V03064,MR AM QAYYUM,E08000035,E12000003,ADULT_24_months,3077
V03064,MR AM QAYYUM,E08000035,E12000003,CHILD_12_months,1007
V03065,MISS AC PETERSON,E10000024,E12000004,ADULT_24_months,5833
V03065,MISS AC PETERSON,E10000024,E12000004,CHILD_12_months,1465
V03066,MR M FARHANG HAERI,E09000005,E12000007,ADULT_24_months,443
V03066,MR M FARHANG HAERI,E09000005,E12000007,CHILD_12_months,83
V03067,Maidstone Dental Care Ltd,E10000016,E12000008,ADULT_24_months,6868
V03067,Maidstone Dental Care Ltd,E10000016,E12000008,CHILD_12_months,2320
V03068,MR MR FARIDRAD,E09000005,E12000007,ADULT_24_months,1431
V03068,MR MR FARIDRAD,E09000005,E12000007,CHILD_12_months,321
V03069,MR AA KHODADADIAN,E10000020,E12000006,ADULT_24_months,2088
V03069,MR AA KHODADADIAN,E10000020,E12000006,CHILD_12_months,357
V03069,MR MR GOODARZI,E10000020,E12000006,ADULT_24_months,2524
V03069,MR MR GOODARZI,E10000020,E12000006,CHILD_12_months,479
V03070,King Lane Dental Care,E08000035,E12000003,ADULT_24_months,564
V03070,King Lane Dental Care,E08000035,E12000003,CHILD_12_months,855
V03071,Petrie Tucker & Partners Ltd,E10000024,E12000004,ADULT_24_months,2463
V03071,Petrie Tucker & Partners Ltd,E10000024,E12000004,CHILD_12_months,347
V03072,Whitecross Dental Care Limited,E10000020,E12000006,ADULT_24_months,9740
V03072,Whitecross Dental Care Limited,E10000020,E12000006,CHILD_12_months,2271
V03073,MR JD PETERSON,E10000024,E12000004,ADULT_24_months,48
V03073,"Peterson, Carr & Towlerton",E10000024,E12000004,ADULT_24_months,296
V03073,"Peterson, Carr & Towlerton",E10000024,E12000004,CHILD_12_months,712
V03075,Glen Lea Dental Suite,E08000035,E12000003,ADULT_24_months,8459
V03075,Glen Lea Dental Suite,E08000035,E12000003,CHILD_12_months,2194
V03077,MR OJ WAINWRIGHT,E08000035,E12000003,ADULT_24_months,301
V03077,MR OJ WAINWRIGHT,E08000035,E12000003,CHILD_12_months,639
V03078,Whitecross Dental Care Limited,E08000017,E12000003,ADULT_24_months,1949
V03078,Whitecross Dental Care Limited,E08000017,E12000003,CHILD_12_months,674
V03079,P B Robinson Doncaster Ltd,E08000017,E12000003,ADULT_24_months,1267
V03079,P B Robinson Doncaster Ltd,E08000017,E12000003,CHILD_12_months,394
V03080,Tickhill Dental & Implant Centre Limited,E08000017,E12000003,ADULT_24_months,2160
V03080,Tickhill Dental & Implant Centre Limited,E08000017,E12000003,CHILD_12_months,666
V03081,Hatfield Dental Care Ltd,E08000017,E12000003,ADULT_24_months,4290
V03081,Hatfield Dental Care Ltd,E08000017,E12000003,CHILD_12_months,1103
V03082,Whitecross Dental Care Limited,E08000017,E12000003,ADULT_24_months,8440
V03082,Whitecross Dental Care Limited,E08000017,E12000003,CHILD_12_months,2556
V03083,Nadolinksi & Wade,E08000017,E12000003,ADULT_24_months,4103
V03083,Nadolinksi & Wade,E08000017,E12000003,CHILD_12_months,939
V03084,Smile Create Ltd,E08000017,E12000003,ADULT_24_months,5238
V03084,Smile Create Ltd,E08000017,E12000003,CHILD_12_months,1162
V03085,Southfield Dental Practice Partnership,E08000017,E12000003,ADULT_24_months,3890
V03085,Southfield Dental Practice Partnership,E08000017,E12000003,CHILD_12_months,938
V03087,LEEDS COMMUNITY DENTAL SERVICES,E08000035,E12000003,ADULT_24_months,87
V03087,LEEDS COMMUNITY DENTAL SERVICES,E08000035,E12000003,CHILD_12_months,68
V03088,Time for Teeth Ltd,E08000035,E12000003,ADULT_24_months,67
V03089,Petrie Tucker & Partners Ltd,E10000016,E12000008,ADULT_24_months,11678
V03089,Petrie Tucker & Partners Ltd,E10000016,E12000008,CHILD_12_months,2752
V03090,MR C REDICAN,E09000005,E12000007,ADULT_24_months,1958
V03090,MR C REDICAN,E09000005,E12000007,CHILD_12_months,661
V03091,MR SJ PATIENT,E10000016,E12000008,ADULT_24_months,328
V03091,MR SJ PATIENT,E10000016,E12000008,CHILD_12_months,569
V03093,Lenham Dental Surgery,E10000016,E12000008,ADULT_24_months,3321
V03093,Lenham Dental Surgery,E10000016,E12000008,CHILD_12_months,1192
V03095,MR S SHARMA,E10000016,E12000008,ADULT_24_months,56
V03095,MR S SHARMA,E10000016,E12000008,CHILD_12_months,227
V03096,Roseacre Dental Practice,E10000016,E12000008,ADULT_24_months,538
V03096,Roseacre Dental Practice,E10000016,E12000008,CHILD_12_months,1620
V03097,MR PR GARROD,E10000016,E12000008,ADULT_24_months,697
V03097,MR PR GARROD,E10000016,E12000008,CHILD_12_months,982
V03098,MR SM JAGSI,E06000032,E12000006,ADULT_24_months,1856
V03098,MR SM JAGSI,E06000032,E12000006,CHILD_12_months,926
V03100,Newham Family Dental Care Ltd,E09000025,E12000007,ADULT_24_months,11906
V03100,Newham Family Dental Care Ltd,E09000025,E12000007,CHILD_12_months,3762
V03101,OASIS DENTAL CARE LTD,E08000007,E12000002,ADULT_24_months,22
V03101,OASIS DENTAL CARE LTD,E08000007,E12000002,CHILD_12_months,113
V03102,MR GP DINDOL,E09000025,E12000007,ADULT_24_months,1865
V03102,MR GP DINDOL,E09000025,E12000007,CHILD_12_months,749
V03103,MISS R AGGARWAL,E08000007,E12000002,ADULT_24_months,3553
V03103,MISS R AGGARWAL,E08000007,E12000002,CHILD_12_months,1325
V03104,MR BS GREWAL,E08000007,E12000002,ADULT_24_months,3891
V03104,MR BS GREWAL,E08000007,E12000002,CHILD_12_months,1052
V03105,Simply Bright,E10000016,E12000008,ADULT_24_months,4181
V03105,Simply Bright,E10000016,E12000008,CHILD_12_months,1393
V03106,MR S DODHIA,E09000025,E12000007,ADULT_24_months,2303
V03106,MR S DODHIA,E09000025,E12000007,CHILD_12_months,693
V03108,Newham Family Dental Care Ltd,E09000025,E12000007,ADULT_24_months,654
V03108,Newham Family Dental Care Ltd,E09000025,E12000007,CHILD_12_months,637
V03109,Stratford Village Dental Practice,E09000025,E12000007,ADULT_24_months,2433
V03109,Stratford Village Dental Practice,E09000025,E12000007,CHILD_12_months,816
V03110,MR AJ JOUBERT,E08000007,E12000002,ADULT_24_months,7038
V03110,MR AJ JOUBERT,E08000007,E12000002,CHILD_12_months,1822
V03111,"S Cowley, R Ingham and J Angelo",E09000025,E12000007,ADULT_24_months,4057
V03111,"S Cowley, R Ingham and J Angelo",E09000025,E12000007,CHILD_12_months,1887
V03113,MR EH BURKE,E08000007,E12000002,ADULT_24_months,2229
V03113,MR EH BURKE,E08000007,E12000002,CHILD_12_months,601
V03114,MR TS DEO,E09000025,E12000007,ADULT_24_months,2514
V03114,MR TS DEO,E09000025,E12000007,CHILD_12_months,857
V03116,MR SM HUSSAIN,E09000025,E12000007,ADULT_24_months,4735
V03116,MR SM HUSSAIN,E09000025,E12000007,CHILD_12_months,1848
V03119,MISS S AHMAD,E08000007,E12000002,ADULT_24_months,2679
V03119,MISS S AHMAD,E08000007,E12000002,CHILD_12_months,754
V03120,Pracny and Strass Dental Practice,E08000007,E12000002,ADULT_24_months,1653
V03120,Pracny and Strass Dental Practice,E08000007,E12000002,CHILD_12_months,293
V03122,MR R SULLMAN,E09000025,E12000007,ADULT_24_months,1151
V03122,MR R SULLMAN,E09000025,E12000007,CHILD_12_months,577
V03124,MR AA OJETUNDE,E09000025,E12000007,ADULT_24_months,5251
V03124,MR AA OJETUNDE,E09000025,E12000007,CHILD_12_months,1670
V03125,MR S RAJAYOGAN,E09000025,E12000007,ADULT_24_months,3520
V03125,MR S RAJAYOGAN,E09000025,E12000007,CHILD_12_months,1321
V03126,MR MD RUSSELL,E08000007,E12000002,ADULT_24_months,5228
V03126,MR MD RUSSELL,E08000007,E12000002,CHILD_12_months,1346
V03128,MR ID HASKINS,E08000007,E12000002,ADULT_24_months,1513
V03128,MR ID HASKINS,E08000007,E12000002,CHILD_12_months,313
V03129,MR PM NEWMAN,E10000016,E12000008,ADULT_24_months,164
V03129,MR PM NEWMAN,E10000016,E12000008,CHILD_12_months,624
V03131,Heaton Mersey Orthondontic Centre,E08000007,E12000002,ADULT_24_months,217
V03131,Heaton Mersey Orthondontic Centre,E08000007,E12000002,CHILD_12_months,306
V03132,Romford Road Dental Centre,E09000025,E12000007,ADULT_24_months,1048
V03132,Romford Road Dental Centre,E09000025,E12000007,CHILD_12_months,376
V03134,MR JL VARA DR NJ VARA DR RJ VARA,E09000025,E12000007,ADULT_24_months,4576
V03134,MR JL VARA DR NJ VARA DR RJ VARA,E09000025,E12000007,CHILD_12_months,1855
V03135,MR CA DU PLESSIS,E10000016,E12000008,ADULT_24_months,150
V03135,MR CA DU PLESSIS,E10000016,E12000008,CHILD_12_months,612
V03136,Shraddha Innani,E09000025,E12000007,ADULT_24_months,2569
V03136,Shraddha Innani,E09000025,E12000007,CHILD_12_months,865
V03138,MR M MILNE,E08000007,E12000002,ADULT_24_months,3911
V03138,MR M MILNE,E08000007,E12000002,CHILD_12_months,1000
V03139,MR S CHAUDHURI,E09000025,E12000007,ADULT_24_months,1521
V03139,MR S CHAUDHURI,E09000025,E12000007,CHILD_12_months,1554
V03141,DR OO AJANAKU,E09000025,E12000007,ADULT_24_months,1316
V03141,DR OO AJANAKU,E09000025,E12000007,CHILD_12_months,525
V03143,Du Toit & Burger Partnership Ltd,E09000025,E12000007,ADULT_24_months,6027
V03143,Du Toit & Burger Partnership Ltd,E09000025,E12000007,CHILD_12_months,2249
V03148,The Nightingale Clinic,E09000025,E12000007,ADULT_24_months,10134
V03148,The Nightingale Clinic,E09000025,E12000007,CHILD_12_months,1723
V03150,E Kent Salaried Primary Care Dental,E10000016,E12000008,ADULT_24_months,316
V03151,East London Dental Care,E09000025,E12000007,ADULT_24_months,1822
V03151,East London Dental Care,E09000025,E12000007,CHILD_12_months,869
V03154,MR GS UBHI,E09000025,E12000007,ADULT_24_months,2444
V03154,MR GS UBHI,E09000025,E12000007,CHILD_12_months,1249
V03155,MISS M FRAGGEDAKI,E10000016,E12000008,ADULT_24_months,1079
V03155,MISS M FRAGGEDAKI,E10000016,E12000008,CHILD_12_months,418
V03156,Mr Monsur Hannan & Mr Amin Mandegaran,E09000025,E12000007,ADULT_24_months,1431
V03156,Mr Monsur Hannan & Mr Amin Mandegaran,E09000025,E12000007,CHILD_12_months,923
V03159,MR DJ SACKWILD,E09000025,E12000007,ADULT_24_months,4406
V03159,MR DJ SACKWILD,E09000025,E12000007,CHILD_12_months,984
V03161,Mrs A Chagger and Mr S Chagger,E09000025,E12000007,ADULT_24_months,3244
V03161,Mrs A Chagger and Mr S Chagger,E09000025,E12000007,CHILD_12_months,1950
V03162,Du Toit & Burger Partnership (Silvertown) Ltd,E09000025,E12000007,ADULT_24_months,1667
V03162,Du Toit & Burger Partnership (Silvertown) Ltd,E09000025,E12000007,CHILD_12_months,770
V03163,Holborough Dental Care Ltd,E10000016,E12000008,ADULT_24_months,20
V03163,Snodland Dental Care,E10000016,E12000008,ADULT_24_months,1694
V03163,Snodland Dental Care,E10000016,E12000008,CHILD_12_months,992
V03164,OH Dental Ltd,E10000016,E12000008,ADULT_24_months,2171
V03164,OH Dental Ltd,E10000016,E12000008,CHILD_12_months,928
V03165,Southdown Dental Practice,E10000015,E12000006,ADULT_24_months,5000
V03165,Southdown Dental Practice,E10000015,E12000006,CHILD_12_months,1736
V03166,MR TJ VAN DIEPEN,E10000016,E12000008,ADULT_24_months,322
V03166,MR TJ VAN DIEPEN,E10000016,E12000008,CHILD_12_months,617
V03173,AM Dentalcare,E10000002,E12000008,ADULT_24_months,224
V03173,AM Dentalcare,E10000002,E12000008,CHILD_12_months,640
V03173,Handa and Majevadia,E10000002,E12000008,ADULT_24_months,72
V03173,Handa and Majevadia,E10000002,E12000008,CHILD_12_months,0
V03177,Thomas and Thomas Dental Associates,E06000009,E12000002,ADULT_24_months,5042
V03177,Thomas and Thomas Dental Associates,E06000009,E12000002,CHILD_12_months,1507
V03178,MISS Y LIU,E09000015,E12000007,ADULT_24_months,14
V03178,MISS Y LIU,E09000015,E12000007,CHILD_12_months,121
V03184,E Kent Salaried Primary Care Dental,E10000016,E12000008,ADULT_24_months,201
V03185,MR J MEAKIN,E10000016,E12000008,ADULT_24_months,861
V03185,MR J MEAKIN,E10000016,E12000008,CHILD_12_months,692
V03188,MR MA QURAISHI,E08000024,E12000001,ADULT_24_months,1420
V03188,MR MA QURAISHI,E08000024,E12000001,CHILD_12_months,214
V03190,MRS SJ WEBSTER,E08000034,E12000003,ADULT_24_months,5239
V03190,MRS SJ WEBSTER,E08000034,E12000003,CHILD_12_months,1651
V03191,MR A STEVENSON,E08000034,E12000003,ADULT_24_months,1325
V03191,MR A STEVENSON,E08000034,E12000003,CHILD_12_months,405
V03192,Imtiaz Khajwal & Mohammed  Bala,E08000034,E12000003,ADULT_24_months,1291
V03192,Imtiaz Khajwal & Mohammed  Bala,E08000034,E12000003,CHILD_12_months,448
V03192,MR M BALA,E08000034,E12000003,ADULT_24_months,184
V03192,MR M BALA,E08000034,E12000003,CHILD_12_months,7
V03193,MISS AJ EDEN,E08000034,E12000003,ADULT_24_months,2818
V03193,MISS AJ EDEN,E08000034,E12000003,CHILD_12_months,691
V03194,Kirkburton Dental Care Ltd,E08000034,E12000003,ADULT_24_months,2818
V03194,Kirkburton Dental Care Ltd,E08000034,E12000003,CHILD_12_months,1023
V03195,MISS AJ EDEN,E08000034,E12000003,ADULT_24_months,2865
V03195,MISS AJ EDEN,E08000034,E12000003,CHILD_12_months,831
V03200,Honden Limited,E08000034,E12000003,ADULT_24_months,2647
V03200,Honden Limited,E08000034,E12000003,CHILD_12_months,1102
V03202,"Mr Matthew Power, Mrs Nicola Powerand Mr Jayesh Kotecha",E09000025,E12000007,ADULT_24_months,241
V03202,"Mr Matthew Power, Mrs Nicola Powerand Mr Jayesh Kotecha",E09000025,E12000007,CHILD_12_months,589
V03204,Mr M Eyrumlu & Mr A Eyrumlu,E10000032,E12000008,ADULT_24_months,2348
V03204,Mr M Eyrumlu & Mr A Eyrumlu,E10000032,E12000008,CHILD_12_months,580
V03205,MR JP GRIFFITHS,E10000032,E12000008,ADULT_24_months,797
V03205,MR JP GRIFFITHS,E10000032,E12000008,CHILD_12_months,576
V03206,Mr S H Sachedina and Mr M O¿Hara,E10000032,E12000008,ADULT_24_months,8632
V03206,Mr S H Sachedina and Mr M O¿Hara,E10000032,E12000008,CHILD_12_months,2518
V03209,MR JE REED,E10000032,E12000008,ADULT_24_months,85
V03209,MR JE REED,E10000032,E12000008,CHILD_12_months,201
V03209,MR NJ MARSHALL,E10000032,E12000008,ADULT_24_months,127
V03209,MR NJ MARSHALL,E10000032,E12000008,CHILD_12_months,207
V03209,MR RJ FRANCSICS,E10000032,E12000008,ADULT_24_months,57
V03209,MR RJ FRANCSICS,E10000032,E12000008,CHILD_12_months,165
V03211,Jefferies Reed & Associates,E08000007,E12000002,ADULT_24_months,7004
V03211,Jefferies Reed & Associates,E08000007,E12000002,CHILD_12_months,1588
V03212,Ethos Dental Care,E08000007,E12000002,ADULT_24_months,1157
V03212,Ethos Dental Care,E08000007,E12000002,CHILD_12_months,526
V03212,MR SC LI,E08000007,E12000002,ADULT_24_months,2292
V03212,MR SC LI,E08000007,E12000002,CHILD_12_months,1126
V03214,High Lane Partnership,E08000007,E12000002,ADULT_24_months,3167
V03214,High Lane Partnership,E08000007,E12000002,CHILD_12_months,1061
V03215,Mr V Singla,E08000007,E12000002,ADULT_24_months,826
V03215,Mr V Singla,E08000007,E12000002,CHILD_12_months,231
V03216,MRS CA TAYLOR,E10000006,E12000002,ADULT_24_months,46
V03216,MRS CA TAYLOR,E10000006,E12000002,CHILD_12_months,136
V03218,Alistair Morgan and Associates Limited,E10000006,E12000002,ADULT_24_months,146
V03218,Alistair Morgan and Associates Limited,E10000006,E12000002,CHILD_12_months,322
V03219,MR JH NOWICKI,E10000006,E12000002,ADULT_24_months,1142
V03219,MR JH NOWICKI,E10000006,E12000002,CHILD_12_months,314
V03220,MRS R PATEL,E10000016,E12000008,ADULT_24_months,286
V03220,MRS R PATEL,E10000016,E12000008,CHILD_12_months,444
V03222,Carcroft Dental Practice,E08000017,E12000003,ADULT_24_months,4895
V03222,Carcroft Dental Practice,E08000017,E12000003,CHILD_12_months,1125
V03223,P B Robinson Doncaster Ltd,E08000017,E12000003,ADULT_24_months,7086
V03223,P B Robinson Doncaster Ltd,E08000017,E12000003,CHILD_12_months,1747
V03225,MR JA STOREY,E08000017,E12000003,ADULT_24_months,1416
V03225,MR JA STOREY,E08000017,E12000003,CHILD_12_months,400
V03226,Cambourne Dental Practice,E10000003,E12000006,ADULT_24_months,4037
V03226,Cambourne Dental Practice,E10000003,E12000006,CHILD_12_months,2383
V03227,P B Robinson Doncaster Ltd,E08000017,E12000003,ADULT_24_months,1773
V03227,P B Robinson Doncaster Ltd,E08000017,E12000003,CHILD_12_months,565
V03229,Sprotbrough Dental Practice,E08000017,E12000003,ADULT_24_months,4596
V03229,Sprotbrough Dental Practice,E08000017,E12000003,CHILD_12_months,1033
V03230,MR SG EMMS,E08000017,E12000003,ADULT_24_months,5061
V03230,MR SG EMMS,E08000017,E12000003,CHILD_12_months,1582
V03231,Whitecross Dental Care Limited,E08000017,E12000003,ADULT_24_months,6231
V03231,Whitecross Dental Care Limited,E08000017,E12000003,CHILD_12_months,1419
V03232,Genix Healthcare Ltd,E08000017,E12000003,ADULT_24_months,7180
V03232,Genix Healthcare Ltd,E08000017,E12000003,CHILD_12_months,2358
V03233,MR JA GATUS,E08000017,E12000003,ADULT_24_months,1898
V03233,MR JA GATUS,E08000017,E12000003,CHILD_12_months,942
V03234,Ardent Dental Care Practice Partnership,E10000006,E12000002,ADULT_24_months,400
V03234,Ardent Dental Care Practice Partnership,E10000006,E12000002,CHILD_12_months,943
V03240,32 Whites - Church Lane,E08000007,E12000002,ADULT_24_months,388
V03240,32 Whites - Church Lane,E08000007,E12000002,CHILD_12_months,439
V03241,Mr Stephen Scott,E08000007,E12000002,ADULT_24_months,124
V03241,Mr Stephen Scott,E08000007,E12000002,CHILD_12_months,143
